도서명,카테고리,AR,작가,출판사,ISBN,설명,메인,상세페이지,검색어
어스본 Usborne Beginners: Animals Collection Contains 10 Books,,,Usborne,Usborne,9781835406908,"동물의 특징과 생활 모습을 쉽고 흥미롭게 알아볼 수 있도록 구성된 책입니다. 다양한 동물 정보를 실사와 설명으로 접하며 자연에 대한 호기심을 키우고, 새로운 지식과 어휘를 함께 넓힐 수 있습니다.",https://mecca01.hgodo.com/main/9781835406908_600.jpg,https://mecca01.hgodo.com/goods/9781835406908_a.jpg,"어스본 비기너,애니멀 컬렉션,논픽션"
Pokemon Young Readers : The Alola Collection 6 Books Set (Level 2),,1.5~2.5,Pokemon,HarperCollins,9780008751647,"포켓몬 알로라 지역을 배경으로 애쉬와 피카츄가 새로운 포켓몬 친구들을 만나며 모험을 떠나는 이야기 시리즈예요. 알로라에서 벌어지는 다양한 에피소드를 통해 우정과 도전의 재미를 느낄 수 있고, 짧고 쉬운 문장으로 구성되어 영어 읽기를 시작하는 아이들이 부담 없이 읽기 좋아요.",http://mecca01.hgodo.com/main/9780008751647_600.jpg,http://mecca01.hgodo.com/goods/9780008751647_a.jpg,"리더스,포켓몬,영리더,알로라"
스콜라스틱 Disney Learning (Disney Princess) : Phonics and Sight Words Collection 24 Books,,,Disney Enterprises,Scholastic,9781338753769,디즈니 프린세스들과 함께 영어 읽기 기본을 배우는 세트예요. 짧고 반복적인 문장으로 파닉스와 자주 쓰는 단어를 자연스럽게 익힐 수 있어요. 공주 친구들과 즐거운 모험 속에서 읽기 연습과 학습을 동시에 할 수 있어요. 스티커와 활동지도 포함되어 아이들이 재미있게 공부할 수 있어요. 매일 조금씩 읽으며 영어 자신감을 키우기에 딱 좋은 세트예요.,http://mecca01.hgodo.com/main/9781338753769_600.jpg,http://mecca01.hgodo.com/goods/9781338753769_a.jpg,"리더스,디즈니 공주,디즈니 프린세스,파닉스,사이트워드,사이트 워드"
스콜라스틱 I Spy Phonics Fun 12 Books (세이펜 호환/CD음원 포함),,,Jean Marzollo,Scholastic,9789811198342,"짧은 파닉스(phonics) 책들을 모아 놓은 12권 세트로, 각 권마다 특정 소리(letter‑sound) 패턴을 중심으로 단어와 문장을 반복하면서 읽기 연습을 할 수 있게 되어 있어요. “숨은 그림 찾기(I Spy)” 스타일로 사진 속에서 찾아야 하는 단어와 소리를 연결해 보고, 세이펜을 활용하면 소리와 철자를 함께 확인하며 학습할 수 있어, 읽기와 발음 연습을 보다 재미있게 이어갈 수 있습니다.",http://mecca01.hgodo.com/main/9789811198342_600.jpg,http://mecca01.hgodo.com/goods/9789811198342_a.jpg,"리더스,아이스파이,파닉스,아이 스파이,파닉스펀,파닉스 펀"
ZooBoarns: Ready-to-Read 6 Books Set (Level 1),,1.9,Simon Spotlight,Simon Spotlight,9781534457676,"각 책마다 주인공 동물과 친구들의 이야기를 따라가다 보면, 단순한 동물 정보가 아니라 서로 다른 환경 속에서 동물이 어떻게 살아가고 성장하는지가 자연스럽게 연결돼요. 그림과 글이 조화롭게 구성되어 있어 이야기를 읽는 동안 관찰력과 호기심이 자연스럽게 자라고, 생태계 속 관계와 다양성도 함께 배울 수 있어요. 쉽고 친근한 문장 덕분에 읽기 능력도 차근차근 확장되며, 처음 접하는 책에도 자신감을 심어 주는 세트예요.",http://mecca01.hgodo.com/main/9781534457676_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9781481462198_a.jpg,"리더스,주본즈,레디투리드"
Ranger Rick: I Can Read 6 Book Set (Level 1),,2.8~3.2,HarperCollins,HarperCollins,9780062915153,"자연과 동물의 세계를 탐험하며 읽기 능력을 기를 수 있습니다. 쉽고 간단한 문장과 생생한 그림으로 아이들이 스스로 읽기에 도전하고, 동물들의 모험과 생태 이야기를 흥미롭게 경험하며 자연에 대한 호기심을 키울 수 있습니다.",http://mecca01.hgodo.com/main/9780062915153_600.jpg,http://mecca01.hgodo.com/goods/9780062915153_a.jpg,"리더스,레인저릭,레인저 릭"
DK Readers: Space Explorer 4권 합본 (Level 1~3),,,DK,DK,9780744023886,"우주 탐험의 신비와 과학을 따라가며, 단순한 정보 나열이 아니라 행성, 우주선, 우주 생활 등 다양한 주제가 자연스럽게 연결돼 이야기를 읽는 흐름을 따라가기 편하게 구성돼 있어요. 선명한 사진과 그림, 쉬운 문장이 조화를 이루어, 읽는 동안 관찰력과 호기심이 자연스럽게 자라고 과학적 상상력도 함께 확장될 수 있어요. 단계별로 난이도가 조정되어 있어, 차근차근 읽으며 지식과 자신감을 쌓기에 좋은 합본 세트예요.",http://mecca01.hgodo.com/main/9780744023886_600.jpg,http://mecca01.hgodo.com/goods/9780744023886_a.jpg,"리더스,논픽션,스페이스,우주"
Trolls Tales from Trolls Village: Step Into Reading 7권 합본 (Level 2 & 3),,,Random House,Random House,9780593430576,"트롤 마을에서 펼쳐지는 다양한 모험과 이야기를 따라가다 보면, 단순히 사건이 이어지는 것이 아니라 캐릭터들의 우정, 용기, 창의적인 문제 해결이 자연스럽게 연결돼 읽는 흐름이 부드럽게 이어져요. 다채로운 그림과 친근한 글이 조화를 이루어, 읽는 동안 이야기 속 캐릭터와 쉽게 공감하며 즐거움을 느낄 수 있어요. 단계별 레벨 구성 덕분에 차근차근 읽기 능력을 확장하며, 재미와 자신감을 동시에 쌓기에 좋은 합본 세트예요.",http://mecca01.hgodo.com/main/9780593430576_600.jpg,http://mecca01.hgodo.com/goods/9780593430576_a.jpg,"리더스,트롤,트롤 리더스,스텝인투리딩,스텝 인투 리딩"
Famous Americans: Ready-to-Read 6 Books Set (Level 2-3),,2.3~4.3,Simon Spotlight,Simon Spotlight,9781481448284,"Level 2에서는 역사와 사회에 영향을 준 인물들의 어린 시절 이야기를, Level 3에서는 또 다른 인물들의 성장과 업적을 다루며 읽기 능력을 단계별로 향상시킵니다. 쉽고 명확한 문장과 그림을 통해 다양한 인물들의 도전과 성장을 자연스럽게 배우며 흥미롭게 읽을 수 있습니다.",http://mecca01.hgodo.com/main/9781481448284_600.jpg,http://mecca01.hgodo.com/goods/9781481448284_a.jpg,"리더스,차일드후드,역사,히스토리,인물,위인전"
Goosebumps Graphic Novel 5 Books Set,,2.1~2.4,R. L. Stin,Scholastic,9781338879391,"인기 공포 소설 Goosebumps를 그래픽 노블로 재탄생시킨 시리즈로, 학교나 동네에서 벌어지는 오싹하고 스릴 넘치는 이야기들을 그림과 함께 생생하게 즐길 수 있어요. 원작의 대표적인 에피소드들이 만화처럼 펼쳐져 아이들도 부담 없이 읽을 수 있고, 할로윈 마스크가 주인공을 바꿔버리는 이야기처럼 긴장감 넘치는 장면과 유머가 잘 어우러진 전개를 만날 수 있답니다. 페이지마다 꿀꺽 소름 돋는 순간들이 있어 읽는 재미가 계속 이어지는 그래픽 노블 세트예요.",http://mecca01.hgodo.com/main/9781338879391_600.jpg,http://mecca01.hgodo.com/goods/9781338879391_a.jpg,"구즈범프,구즈범스,구즈범즈,그래픽노블"
Geronimo Stilton Reporter Graphic Novel Collection (9 Books in 1),,2.4~3.7,Elisabetta Dami,Papercutz,9781545807613,"기자로 활약하는 Geronimo Stilton이 신비한 사건을 취재하고, 도둑을 쫓거나 비밀 편지를 조사하는 등 다양한 모험을 겪는 이야기예요. 생생한 그래픽 노블 형식으로 재치 넘치는 장면과 흥미진진한 스토리가 어우러져, 읽는 내내 Geronimo와 함께 사건 현장을 따라가며 좌충우돌하는 재미를 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781545807613_600.jpg,http://mecca01.hgodo.com/goods/9781545807613_a.jpg,"그래픽노블,그래픽 노블,제로니모,스틸톤,스틸턴"
스콜라스틱 Miss Quinces,,3.0,Kat Fajardo,Scholastic,9781338535594,"주인공 수(Sue)가 가족과 함께 시골로 떠나면서 벌어지는 따뜻하고 유쾌한 이야기예요. 갑자기 계획된 15살 생일 파티 때문에 마음은 복잡하지만, 가족과 함께하며 성장하는 과정을 담고 있어요. 그림이 많고 글도 쉬워, 영어 읽기를 시작하는 아이들이 부담 없이 즐기기 좋아요.",http://mecca01.hgodo.com/main/9781338535594_600.jpg,http://mecca01.hgodo.com/goods/9781338535594_a.jpg,"그래픽노블,그래픽 노블,미스 퀸시즈"
스콜라스틱 Unico 2 Books Set,,2.5,Osamu Tezuka,Scholastic,9781546110460,"작고 순수한 유니코가 여러 어려움과 도전을 마주하며 친구들을 만나고 문제를 해결해 나가요. 예상치 못한 사건 속에서도 용기와 친절을 발휘하며, 모험과 감동이 자연스럽게 이어지죠. 각 이야기마다 따뜻한 교훈과 상상력이 녹아 있어, 읽는 내내 웃음과 설렘이 함께 느껴져요.",http://mecca01.hgodo.com/main/9781546110460_600.jpg,http://mecca01.hgodo.com/goods/9781546110460_a.jpg,"그래픽노블,그래픽 노블,유니코,유니콘"
스콜라스틱 Sparks! 2 Books Set,,2.5~2.6,Ian Boothby,Scholastic,9781338339901,"에너지가 넘치는 Sparks 친구들이 학교와 일상 속에서 다양한 소동과 작은 모험을 겪어요. 예상치 못한 사건과 문제 속에서도 서로의 재치와 기지를 발휘하며 웃음과 놀라움이 이어지고, 각 이야기마다 우정과 창의적인 해결 과정이 자연스럽게 담겨 있어요. 친구들 사이의 장난과 작은 경쟁이 더해져 이야기에 활기가 넘치고 몰입감도 높아요.",http://mecca01.hgodo.com/main/9781338339901_600.jpg,http://mecca01.hgodo.com/goods/9781338339901_a.jpg,"그래픽노블,그래픽 노블,스파크"
Tales of a Seventh-Grade Lizard Boy,,3.0,Jonathan Hill,Walker Books,9781529511840,"일곱 학년 소년이자 특별한 비밀을 가진 도마뱀 소년이 학교와 일상 속에서 벌어지는 사건들을 겪어요. 친구들과의 오해, 작은 실수와 소동 속에서 기지와 용기를 발휘하며 문제를 해결하고, 예상치 못한 상황에서 웃음과 놀라움이 이어지죠. 각 이야기마다 우정과 상상력이 자연스럽게 녹아 있어, 읽는 내내 재미와 몰입감을 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781529511840_600.jpg,http://mecca01.hgodo.com/goods/9781529511840_a.jpg,"그래픽노블,그래픽 노블,리자드,리자드 보이,리자드보이"
스콜라스틱 The Tryout,,3.2,Christina Soontornvat,Scholastic,9781338741261,"스포츠와 연습을 사랑하는 아이들이 시합과 연습 속에서 다양한 도전과 실수를 겪어요. 예상치 못한 사건과 경쟁 속에서도 서로의 재치와 협력을 발휘하며 문제를 해결하고, 작은 성취와 좌충우돌 에피소드가 이어지죠. 이야기 속에서 우정과 팀워크가 자연스럽게 녹아 있어 활기찬 학교생활과 도전을 함께 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781338741261_600.jpg,http://mecca01.hgodo.com/goods/9781338741261_a.jpg,"그래픽노블,그래픽 노블,트라이아웃"
스콜라스틱 Freestyle,,2.7,Gale Galligan,Scholastic,9781338045802,"자유로운 개성과 열정을 가진 아이들이 다양한 활동과 모험 속에서 자기만의 방법으로 문제를 풀어가요. 작은 오해와 소동이 이어지면서 웃음과 놀라움이 계속되며, 친구들과의 협력과 창의적인 해결 과정이 자연스럽게 드러나죠. 각 이야기마다 활기와 에너지가 넘쳐 몰입감과 재미를 함께 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781338045802_600.jpg,http://mecca01.hgodo.com/goods/9781338045802_a.jpg,"그래픽노블,그래픽 노블,프리스타일"
스콜라스틱 Marvel Miles Morales: A Spider-Man Graphic Novel 2 Books Set,,3.3,Justin A. Reynolds,Scholastic,9781338826395,"마일즈 모랄레스가 스파이더맨으로 성장하며 겪는 모험과 도전을 따라가다 보면, 단순한 액션 이야기가 아니라 책임, 우정, 용기 같은 주제들이 자연스럽게 연결돼요. 화려한 그림과 역동적인 장면들이 이야기와 조화를 이루어, 페이지를 넘길 때마다 몰입감이 높아지고 캐릭터의 감정과 선택을 함께 느낄 수 있어요. 빠른 전개 속에서도 스토리의 흐름이 명확하게 이어져, 히어로의 모험과 성장 과정을 차근차근 따라가며 즐기기 좋은 그래픽 노블 세트예요.",http://mecca01.hgodo.com/main/9781338826395_600.jpg,http://mecca01.hgodo.com/goods/9781338826395_a.jpg,"그래픽노블,그래픽 노블,마블,스파이더맨,마일스 모랄레즈,모랄레즈"
뉴베리 수상작 El Deafo,,2.7,Cece Bell,Amulet Books,9781419712173,"청각 장애를 가진 주인공이 자신만의 방식으로 세상과 소통하며 성장하는 이야기를 담고 있어요. 단순히 경험을 나열하는 것이 아니라, 친구 관계와 학교 생활 속에서 느끼는 고민과 기쁨이 자연스럽게 이어져 공감할 수 있게 구성돼 있어요. 그림과 글이 조화롭게 어우러져, 읽는 동안 주인공의 감정을 가까이에서 느끼고 자신만의 강점을 발견하는 과정을 함께 경험할 수 있어요. 따뜻하고 솔직한 표현 덕분에, 웃음과 감동을 함께 느끼며 성장과 자기 이해를 넓혀 가기 좋은 작품이에요.",http://mecca01.hgodo.com/main/9781419712173_600.jpg,http://mecca01.hgodo.com/goods/9781419712173_a.jpg,"그래픽노블,그래픽 노블,엘디아포,엘 디아포"
Growing Pangs,,3.0,Kathrn Ormsbee,Random House Graphic,9780593301319,"성장과 변화의 순간을 섬세하게 그린 이야기로, 단순한 사건 나열이 아니라 주인공이 느끼는 혼란, 기쁨, 고민이 자연스럽게 이어져 흐름을 따라가며 공감할 수 있어요. 글과 그림이 조화를 이루어 감정을 가까이에서 느끼게 해 주고, 성장 과정에서 맞닥뜨리는 도전과 선택을 함께 경험하며 이해를 넓히도록 돕습니다. 따뜻하고 친근한 문장 덕분에 읽는 내내 몰입하며, 자신만의 감정과 생각을 돌아보게 하는 작품이에요.",http://mecca01.hgodo.com/main/9780593301319_600.jpg,http://mecca01.hgodo.com/goods/9780593301319_a.jpg,"그래픽노블,그래픽 노블,그로잉팡,그로잉 팡"
맥 바넷 The First Cat in Space and the Soup of Doom,,3.1,Mac Marnett,Katherine Tegen Books,9780063084117,"우주를 모험하는 고양이와 친구들의 이야기를 따라가다 보면, 단순한 웃긴 사건이 아니라 용기, 협동, 기발한 문제 해결이 자연스럽게 이어져 이야기를 읽는 흐름이 부드럽게 이어져요. 생생하고 유머러스한 그림과 경쾌한 글이 조화를 이루어, 읽는 동안 웃음과 긴장감을 함께 느끼며 모험 속 캐릭터와 쉽게 공감할 수 있어요. 장난기 가득한 설정 속에서도 이야기의 흐름이 명확하게 연결되어, 재미와 상상력을 동시에 즐기기 좋은 작품이에요.",http://mecca01.hgodo.com/main/9780063084117_600.jpg,http://mecca01.hgodo.com/goods/9780063084117_a.jpg,"그래픽노블,그래픽 노블,맥바넷,캣,고양이,둠,스페이스"
Princess Incognito 6 Books Set,,,N. J. Humphreys,Scholastic,9789813485983,"유명 인플루언서 공구에서 폭발적인 반응을 얻으며 많은 사랑을 받은 Princess Incognito 시리즈는 유쾌하고 실수투성이인 공주 사브리나의 비밀 가면생활을 따라가는 ‘학교 이야기’예요. 평범한 도시의 학교에 숨어 지내야 하는 사브리나는 친구들과 충돌도 하고, 좌충우돌 사건들을 겪으며 진짜 자신을 찾아가게 됩니다. 웃음과 다툼, 성장 이야기가 자연스럽게 어우러져 페이지를 넘길수록 몰입하게 되고, 다음 이야기가 궁금해지는 즐거움을 줘요.",http://mecca01.hgodo.com/main/9789813485983_600.jpg,http://mecca01.hgodo.com/goods/9789813485983_a.jpg,"챕터북,프린세스"
Welcome to Unicornia 4 Books Set,,,"Ana Punset, Diana Vicedo",Walker Books,9781529530810,"반짝이는 뿔과 매혹적인 색깔을 가진 유니콘들이 사는 환상의 세계, 유니코니아로 독자들을 초대하는 시리즈예요. 각 권마다 새로운 친구들이 등장하고, 함께 모험을 떠나면서 우정, 용기, 서로를 이해하는 법을 배우게 됩니다. 때로는 엉뚱하고 웃긴 상황이 펼쳐지고, 때로는 작은 위기를 함께 극복하며 성장하는 이야기들이 이어져 페이지를 넘길수록 마법 같은 순간과 따뜻한 감동이 함께 찾아옵니다.",http://mecca01.hgodo.com/main/9781529530810_600.jpg,http://mecca01.hgodo.com/goods/9781529530810_a.jpg,"챕터북,유니코니아,유니콘"
Wigglesbottom Primary Series 8 Books Set,,4.7~5.2,Pamela Butchart,Penguin Random House,9781805135586,"학교 생활과 친구 관계 속에서 벌어지는 엉뚱하고 웃긴 사건들을 중심으로 한 이야기예요. 장난기 많고 호기심 많은 아이들이 다양한 상황에서 실수도 하고 다툼도 하지만, 결국 서로를 이해하고 문제를 해결하며 성장해 가는 모습을 보여 줍니다. 유쾌한 글과 귀여운 일러스트가 함께 어우러져, 아이들이 공감하며 웃고 즐길 수 있는 학교 모험과 일상 코미디 시리즈예요.",http://mecca01.hgodo.com/main/9781805135586_600.jpg,http://mecca01.hgodo.com/goods/9781805135586_a.jpg,"챕터북,위글바텀,위글보텀,프라이머리,위글"
Zoe's Rescue Zoo 6 Books Set,,4.7~5.0,"Amelia Cobb, Sophy Williams",Nosy Crow,9780857631978,동물을 정말 사랑하는 소녀 조이(Zoe)가 구조 동물원에서 다양한 동물 친구들을 만나며 벌어지는 따뜻한 이야기 시리즈예요. 아픈 동물이나 도움이 필요한 동물들을 돌보는 과정 속에서 조이가 책임감과 배려심을 배우고 성장해 가는 모습을 부드럽게 담아냈어요.,http://mecca01.hgodo.com/main/9780857631978_600.jpg,http://mecca01.hgodo.com/goods/9780857631978_a.jpg,"조이,레스큐,조이스"
Stick and Fetch Investigate 2 Books Set,,,"Philip Ardagh, Elissa Elwick",Walker Books,9781406392395,"호기심 많은 소녀와 충실한 강아지가 한 팀이 되어 일상 속에서 벌어지는 작은 사건과 미스터리를 해결해 나가는 이야기예요. 가볍고 유머러스한 전개 속에서 관찰력과 추리하는 재미를 느낄 수 있어, 아이들이 부담 없이 즐기며 읽기 좋아요.",http://mecca01.hgodo.com/main/9781406392395_600.jpg,http://mecca01.hgodo.com/goods/9781406392395_a.jpg,"스틱,페치,탐정,인베스티게이트"
Hey Jack! The Anniversary Collection 23 Books Set,,,Sally Rippin,Hardie Grant Childrens,9781761211140,"친구 같은 소년 잭이 일상에서 겪는 소소한 사건과 모험을 경쾌하고 재미있게 담아낸 이야기예요. 학교, 친구, 가족과 얽힌 다양한 에피소드를 통해 아이들이 공감하면서 쉽게 읽을 수 있는 내용으로 구성되어 있어요. 짧은 문장과 빠른 전개로 책 읽기에 흥미를 붙이기 좋은 시리즈예요.",http://mecca01.hgodo.com/main/9781761211140_600.jpg,http://mecca01.hgodo.com/goods/9781761211140_a.jpg,"헤이잭,헤이 잭"
Billie B Brown Early Readers Ultimate 25 Collection,,2.3~2.9,Sally Rippin,Hardie Grant,9781760509125,"친구들과 함께 학교와 일상에서 벌어지는 크고 작은 사건들을 겪어요. 예상치 못한 문제와 소동 속에서도 각자의 기지와 재치로 상황을 해결하며 웃음과 놀라움이 이어지고, 다양한 에피소드 속에서 우정과 배려, 창의적인 해결 과정이 자연스럽게 드러나요. 읽다 보면 캐릭터들의 개성과 모험이 살아 있는 이야기에 몰입하게 돼요.",http://mecca01.hgodo.com/main/9781760509125_600.jpg,http://mecca01.hgodo.com/goods/9781760509125_a.jpg,"빌리,빌리비,빌리 비,브라운"
Night Frights Fraidy-Cat Collection 4 Books Set,,4.4~4.8,"Joe McGee, Teo Skaffa",Aladdin,9781665940023,"밤마다 이상하고 기묘한 일들이 벌어지는 Wolver Hollow라는 마을을 배경으로, 아이들이 괴짜 사건과 웃긴 공포 상황들을 겪는 이야기예요. 귀신처럼 이상한 콧수염, 복수하는 콩, 거대한 거미, 까다로운 다람쥐 떼 등 무섭지만 유쾌한 에피소드가 이어져 아이들이 부담 없이 읽기 좋아요.",http://mecca01.hgodo.com/main/9781665940023_600.jpg,http://mecca01.hgodo.com/goods/9781665940023_a.jpg,나이트 프라이데이
The Mindy Kim Collection Books 1-4,,3.5~3.8,"Lyla Lee, Dung Ho",Aladdin,9781534471382,"Mindy Kim은 새 학교에 적응하면서 강아지 갖기, 친구 사귀기, 아빠를 웃게 하기 같은 소소하지만 중요한 목표를 가진 밝고 당찬 소녀예요. 각 권에서는 집에서 해보는 작은 사업 도전부터 설날 축제, 생일 강아지, 반 대표 선거까지 다양한 일들이 벌어지고, 가족과 친구들의 도움을 받으며 어려움을 극복하고 성장해 가는 모습이 재미있게 펼쳐져요.",http://mecca01.hgodo.com/main/9781534471382_600.jpg,http://mecca01.hgodo.com/goods/9781534471382_a.jpg,"민디킴,민디 킴"
The Jeanie & Genie Collection 4 Books Set,,3.9~4.0,"Trish Granted, Manuela Lopez",Little Simon,9781665905251,"지니(Jeanie)가 장난꾸러기 작은 요정(Genie)과 함께 펼치는 신기하고 유쾌한 모험을 담은 이야기예요. 매일 생기는 이상하고 웃긴 사건들을 Genie의 마법과 Jeanie의 재치로 해결해 나가며, 학교와 집, 일상 속에서 벌어지는 다양한 에피소드가 흥미진진하게 펼쳐져요, 유쾌한 웃음과 따뜻한 우정이 자연스럽게 느껴져요.",http://mecca01.hgodo.com/main/9781665905251_600.jpg,http://mecca01.hgodo.com/goods/9781665905251_a.jpg,지니
Franny K. Stein Mad Scientist Ten-Book Collection,,3.9~5.3,Jim Benton,Simon & Schuster,9781665932813,"괴짜 과학자 Franny K. Stein 이 웃기고 기상천외한 발명품과 실험들을 시도하면서 벌어지는 이야기예요. 엉뚱하지만 사랑스러운 실험과 문제 해결 과정을 통해 웃음과 상상력을 동시에 자극하고, 과학이 어렵지 않고 재미있다는 걸 느끼게 해줘요. 각 권마다 새로운 발명과 실험이 펼쳐져 Franny의 독특한 모험을 끝까지 즐길 수 있어요.",http://mecca01.hgodo.com/main/9781665932813_600.jpg,http://mecca01.hgodo.com/goods/9781665932813_a.jpg,"프레니k,프레니케이,과학자"
스콜라스틱 Dragon Games 3 Books Set,,3.8~4.2,"Maddy Mara, Stephanie Yang",Scholastic,9781338851946,"루카, 야즈민, 제인 세 친구가 마법의 드래곤 알을 발견하면서 시작되는 신비로운 모험 이야기예요. 숨겨진 장소를 찾아 드래곤 알을 되돌려 놓고, 강력한 적과 맞서며 임페리아의 운명을 지키는 과정을 그려요. 생생한 판타지 세계와 긴장감 넘치는 장면들이 어우러져, 읽는 내내 드래곤과 마법의 세계 속을 누비며 친구들과 함께 모험을 즐기는 재미를 느낄 수 있어요.",http://mecca01.hgodo.com/main/9781338851946_600.jpg,http://mecca01.hgodo.com/goods/9781338851946_a.jpg,"드래곤,드래곤 게임"
The World of Astrid Lindgren 14 Books,,4.3~5.0,Astrid Lindgren,Oxford University Press,9780192776358,"스웨덴의 전설적인 아동문학 작가 아스트리드 린드그렌의 대표작 컬렉션이에요. 자유분방한 삐삐 롱스타킹, 하늘을 나는 장난꾸러기 칼손, 시골 마을에서 뛰놀며 소소한 일상을 즐기는 친구들, 장난 많고 용감한 에밀 등 다양한 캐릭터들이 등장해요. 재치 있고 따뜻한 문장과 흥미진진한 에피소드가 어우러져, 읽는 내내 웃고 모험을 즐기며 세상 보는 눈을 넓힐 수 있어요. 세대를 넘어 사랑받는 클래식 아동문학의 정수를 느끼기에 딱 좋은 시리즈예요.",http://mecca01.hgodo.com/main/9780192776358_600.jpg,http://mecca01.hgodo.com/goods/9780192776358_a.jpg,아스트리드 린드그렌
Billy and the Mini Monsters Series 1~6,,2.5~2.8,Zanna Davidson,Usborne,9781801314404,"빌리가 작은 몬스터 친구들과 함께 학교, 집, 여행 등 다양한 장소에서 벌어지는 엉뚱한 사건과 소동을 겪어요. 예상치 못한 문제와 좌충우돌 상황 속에서도 기발한 아이디어와 재치로 문제를 해결하며, 웃음과 놀라움이 이어지죠. 각 이야기마다 우정과 협력, 창의적인 해결 과정이 자연스럽게 녹아 있어 즐거움과 몰입감을 선사해요.",http://mecca01.hgodo.com/main/9781801314404_600.jpg,http://mecca01.hgodo.com/goods/9781801314404_a.jpg,"어스본,빌리,미니,몬스터"
Billy and the Mini Monsters Series 7~12,,2.7~3.1,Zanna Davidson,Usborne,9781803705613,"빌리가 작은 몬스터 친구들과 함께 학교, 집, 여행 등 다양한 장소에서 벌어지는 엉뚱한 사건과 소동을 겪어요. 예상치 못한 문제와 좌충우돌 상황 속에서도 기발한 아이디어와 재치로 문제를 해결하며, 웃음과 놀라움이 이어지죠. 각 이야기마다 우정과 협력, 창의적인 해결 과정이 자연스럽게 녹아 있어 즐거움과 몰입감을 선사해요.",http://mecca01.hgodo.com/main/9781803705613_600.jpg,http://mecca01.hgodo.com/goods/9781803705613_a.jpg,"어스본,빌리,미니,몬스터"
아르테미스 파울 Artemis Fowl 8 Books Collection,,5.3~6.6,Eoin Colfer,Puffin,9780241434710,"12살 천재 소년 아르테미스 파울은 처음엔 요정 세계를 노리는 교활한 계획으로 시작하지만, 이야기가 이어질수록 인간과 요정이 얽힌 모험과 우정, 갈등이 깊어지는 판타지 여행을 하게 돼요. 각 권마다 요정 경찰, 비밀 마법 기술, 위험한 적들과 맞서며 그의 전략과 성장하는 마음이 함께 그려지고요. 때로는 웃음, 때로는 긴장감 넘치는 사건들이 계속되며 판타지와 기술이 섞인 흥미진진한 세계 속으로 독자를 끌어들여요.",http://mecca01.hgodo.com/main/9780241434710_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9780241434710_a.jpg,"아르테미스파울,오언콜퍼,오언 콜퍼"
뉴베리 수상작 The Newbery Award Collection 8 Books Set,,4.7~6.2,Sammy Yuen Jr.,Simon & Schuster,9781665910538,"미국 아동문학 최고 권위의 상을 받은 다양한 이야기들을 한 번에 만날 수 있는 컬렉션이에요. 각 권마다 우정과 용기, 성장과 상상력을 담은 서로 다른 모험과 감동이 이어지며 아이들의 마음을 따뜻하게 해 주죠. 때로는 가족의 소중함을, 때로는 어려움을 이겨내는 힘을, 때로는 새로운 친구와의 우정을 이야기하며 읽는 즐거움을 선사해요. 읽다 보면 자연스럽게 생각이 깊어지고, 혼자서도 몰입해 읽기 좋고 부모와 함께 나누며 이야기해도 좋은 유쾌하고 감동적인 컬렉션입니다.",http://mecca01.hgodo.com/main/9781665910538_600.jpg,http://mecca01.hgodo.com/goods/9781665910538_a.jpg,
The EIIRay Jakes Collection 8 Books Set,,4.4~4.8,Sally Warner,Puffin Books,9780593091371,"엉뚱한 상상과 솔직한 감정이 살아 있는 학교생활 이야기를 담고 있어요. 친구들과의 오해, 작은 사건들이 연달아 이어지며 예상치 못한 소동과 웃음을 만들어내죠. 일상 속에서 벌어지는 문제들을 EllRay만의 방식으로 풀어가며, 아이들이 자연스럽게 공감하고 빠져들 수 있는 에피소드들이 모여 있는 챕터북 컬렉션이에요.",http://mecca01.hgodo.com/main/9780593091371_600.jpg,http://mecca01.hgodo.com/goods/9780593091371_a.jpg,제이크
스콜라스틱 Cutiecorns 6 Books Set,,4.3~4.7,Shannon Penney,Scholastic,9781338540369,작고 반짝이는 유니콘 친구들이 학교와 일상에서 벌어지는 다양한 소동과 사건을 겪으며 서로 돕고 문제를 해결해 나가요. 예상치 못한 상황 속에서도 기발한 아이디어와 용기를 발휘하며 웃음과 놀라움이 계속 이어지죠. 각 에피소드마다 우정과 창의적인 해결 과정이 자연스럽게 담겨 있어요.,http://mecca01.hgodo.com/main/9781338540369_600.jpg,http://mecca01.hgodo.com/goods/9781338540369_a.jpg,"큐티콘스,큐티콘"
스콜라스틱 Bad Princesses 3 Books Set,,4.4,Jennifer Torres,Scholastic,9781338833140,"왕관과 예절 대신 자기 방식대로 행동하는 공주들이 등장해요. 말썽 같아 보이는 선택들이 연이어 이어지지만, 그 속에서 예상 밖의 기지와 용기가 드러나죠. 전통적인 공주 이야기와는 다른 전개로, 웃음과 반전이 어우러진 사건들이 빠르게 펼쳐져요.",http://mecca01.hgodo.com/main/9781338833140_600.jpg,http://mecca01.hgodo.com/goods/9781338833140_a.jpg,"배드프린세스,배드 프린세스"
